,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,9/17/2014,468.1426121,-542.271374,2157.751778,468.1426121,468.1426121,310.8455041,310.8455041,310.8455041,3.208377826,3.208377826,3.208377826,307.6371263,307.6371263,307.6371263,0,0,0,778.9881163
1,9/18/2014,467.5854486,-628.9584207,2044.897358,467.5854486,467.5854486,270.7289574,270.7289574,270.7289574,-14.4545004,-14.4545004,-14.4545004,285.1834578,285.1834578,285.1834578,0,0,0,738.314406
2,9/19/2014,467.028285,-572.3385124,2125.459874,467.028285,467.028285,259.0200822,259.0200822,259.0200822,-2.583910391,-2.583910391,-2.583910391,261.6039926,261.6039926,261.6039926,0,0,0,726.0483672
3,9/20/2014,466.4711214,-636.403546,2028.731255,466.4711214,466.4711214,245.8647292,245.8647292,245.8647292,9.118442295,9.118442295,9.118442295,236.7462869,236.7462869,236.7462869,0,0,0,712.3358507
4,9/21/2014,465.9139579,-599.4141577,1944.554581,465.9139579,465.9139579,202.3421946,202.3421946,202.3421946,-8.156843272,-8.156843272,-8.156843272,210.4990379,210.4990379,210.4990379,0,0,0,668.2561525
5,9/22/2014,465.3567943,-529.1804084,2010.194115,465.3567943,465.3567943,195.8400062,195.8400062,195.8400062,13.04104266,13.04104266,13.04104266,182.7989636,182.7989636,182.7989636,0,0,0,661.1968005
6,9/23/2014,464.7996307,-708.1835204,1881.656043,464.7996307,464.7996307,153.4639097,153.4639097,153.4639097,-0.172608715,-0.172608715,-0.172608715,153.6365184,153.6365184,153.6365184,0,0,0,618.2635405
7,9/24/2014,464.2424672,-702.270069,1862.713233,464.2424672,464.2424672,126.2686075,126.2686075,126.2686075,3.208377826,3.208377826,3.208377826,123.0602297,123.0602297,123.0602297,0,0,0,590.5110747
8,9/25/2014,463.6853036,-680.8949066,1802.150249,463.6853036,463.6853036,76.72497332,76.72497332,76.72497332,-14.4545004,-14.4545004,-14.4545004,91.17947372,91.17947372,91.17947372,0,0,0,540.4102769
9,9/26/2014,463.1281401,-749.2452932,1910.23853,463.1281401,463.1281401,55.5816392,55.5816392,55.5816392,-2.583910391,-2.583910391,-2.583910391,58.16554959,58.16554959,58.16554959,0,0,0,518.7097793
10,9/27/2014,462.5709765,-837.3644407,1756.651389,462.5709765,462.5709765,33.36939206,33.36939206,33.36939206,9.118442295,9.118442295,9.118442295,24.25094977,24.25094977,24.25094977,0,0,0,495.9403686
11,9/28/2014,462.0138129,-926.799615,1759.05185,462.0138129,462.0138129,-18.43006605,-18.43006605,-18.43006605,-8.156843272,-8.156843272,-8.156843272,-10.27322278,-10.27322278,-10.27322278,0,0,0,443.5837469
12,9/29/2014,461.4566494,-885.5821254,1774.35598,461.4566494,461.4566494,-32.02064891,-32.02064891,-32.02064891,13.04104266,13.04104266,13.04104266,-45.06169157,-45.06169157,-45.06169157,0,0,0,429.4360005
13,9/30/2014,460.8994858,-876.558305,1637.645619,460.8994858,460.8994858,-79.89385389,-79.89385389,-79.89385389,-0.172608715,-0.172608715,-0.172608715,-79.72124518,-79.72124518,-79.72124518,0,0,0,381.0056319
14,10/1/2014,460.3423222,-899.4146152,1591.184649,460.3423222,460.3423222,-110.6102941,-110.6102941,-110.6102941,3.208377826,3.208377826,3.208377826,-113.8186719,-113.8186719,-113.8186719,0,0,0,349.7320282
15,10/2/2014,459.7851587,-988.6925656,1597.594585,459.7851587,459.7851587,-161.3447338,-161.3447338,-161.3447338,-14.4545004,-14.4545004,-14.4545004,-146.8902334,-146.8902334,-146.8902334,0,0,0,298.4404249
16,10/3/2014,459.2279951,-988.86547,1633.140933,459.2279951,459.2279951,-181.0363817,-181.0363817,-181.0363817,-2.583910391,-2.583910391,-2.583910391,-178.4524713,-178.4524713,-178.4524713,0,0,0,278.1916134
17,10/4/2014,458.6708316,-1027.559596,1587.088737,458.6708316,458.6708316,-198.8956538,-198.8956538,-198.8956538,9.118442295,9.118442295,9.118442295,-208.0140961,-208.0140961,-208.0140961,0,0,0,259.7751777
18,10/5/2014,458.113668,-1113.990869,1499.799806,458.113668,458.113668,-243.2455128,-243.2455128,-243.2455128,-8.156843272,-8.156843272,-8.156843272,-235.0886696,-235.0886696,-235.0886696,0,0,0,214.8681552
19,10/6/2014,457.5565044,-1194.196464,1505.612693,457.5565044,457.5565044,-246.1667152,-246.1667152,-246.1667152,13.04104266,13.04104266,13.04104266,-259.2077579,-259.2077579,-259.2077579,0,0,0,211.3897892
20,10/7/2014,456.9993409,-1215.316111,1411.155425,456.9993409,456.9993409,-280.1068209,-280.1068209,-280.1068209,-0.172608715,-0.172608715,-0.172608715,-279.9342122,-279.9342122,-279.9342122,0,0,0,176.8925199
21,10/8/2014,456.4421773,-1256.734699,1403.199291,456.4421773,456.4421773,-293.6668368,-293.6668368,-293.6668368,3.208377826,3.208377826,3.208377826,-296.8752146,-296.8752146,-296.8752146,0,0,0,162.7753405
22,10/9/2014,455.8850137,-1250.639764,1369.110706,455.8850137,455.8850137,-324.1492251,-324.1492251,-324.1492251,-14.4545004,-14.4545004,-14.4545004,-309.6947247,-309.6947247,-309.6947247,0,0,0,131.7357886
23,10/10/2014,455.3278502,-1131.203407,1515.91374,455.3278502,455.3278502,-320.7088764,-320.7088764,-320.7088764,-2.583910391,-2.583910391,-2.583910391,-318.124966,-318.124966,-318.124966,0,0,0,134.6189738
24,10/11/2014,454.7706866,-1186.805216,1490.264692,454.7706866,454.7706866,-312.8581627,-312.8581627,-312.8581627,9.118442295,9.118442295,9.118442295,-321.976605,-321.976605,-321.976605,0,0,0,141.9125239
25,10/12/2014,454.2135231,-1231.381323,1464.667125,454.2135231,454.2135231,-329.304146,-329.304146,-329.304146,-8.156843272,-8.156843272,-8.156843272,-321.1473027,-321.1473027,-321.1473027,0,0,0,124.909377
26,10/13/2014,453.6563595,-1235.877559,1449.991052,453.6563595,453.6563595,-302.5873078,-302.5873078,-302.5873078,13.04104266,13.04104266,13.04104266,-315.6283505,-315.6283505,-315.6283505,0,0,0,151.0690517
27,10/14/2014,453.0991959,-1133.713178,1442.166893,453.0991959,453.0991959,-305.6817546,-305.6817546,-305.6817546,-0.172608715,-0.172608715,-0.172608715,-305.5091459,-305.5091459,-305.5091459,0,0,0,147.4174414
28,10/15/2014,452.5420324,-1167.308649,1475.59161,452.5420324,452.5420324,-287.7709389,-287.7709389,-287.7709389,3.208377826,3.208377826,3.208377826,-290.9793168,-290.9793168,-290.9793168,0,0,0,164.7710934
29,10/16/2014,451.9848688,-1215.107732,1449.917708,451.9848688,451.9848688,-286.7828575,-286.7828575,-286.7828575,-14.4545004,-14.4545004,-14.4545004,-272.3283571,-272.3283571,-272.3283571,0,0,0,165.2020113
30,10/17/2014,451.4277052,-1163.391356,1595.56338,451.4277052,451.4277052,-252.5266125,-252.5266125,-252.5266125,-2.583910391,-2.583910391,-2.583910391,-249.9427021,-249.9427021,-249.9427021,0,0,0,198.9010927
31,10/18/2014,450.8705417,-995.0633256,1551.86752,450.8705417,450.8705417,-215.1817945,-215.1817945,-215.1817945,9.118442295,9.118442295,9.118442295,-224.3002368,-224.3002368,-224.3002368,0,0,0,235.6887472
32,10/19/2014,450.3133781,-1065.157104,1549.461394,450.3133781,450.3133781,-204.1191433,-204.1191433,-204.1191433,-8.156843272,-8.156843272,-8.156843272,-195.9623,-195.9623,-195.9623,0,0,0,246.1942349
33,10/20/2014,449.7562145,-1057.268815,1594.685139,449.7562145,449.7562145,-152.5222715,-152.5222715,-152.5222715,13.04104266,13.04104266,13.04104266,-165.5633141,-165.5633141,-165.5633141,0,0,0,297.2339431
34,10/21/2014,449.199051,-1036.994761,1658.65926,449.199051,449.199051,-133.9708467,-133.9708467,-133.9708467,-0.172608715,-0.172608715,-0.172608715,-133.798238,-133.798238,-133.798238,0,0,0,315.2282043
35,10/22/2014,448.6418874,-965.5134369,1684.719331,448.6418874,448.6418874,-98.19972352,-98.19972352,-98.19972352,3.208377826,3.208377826,3.208377826,-101.4081013,-101.4081013,-101.4081013,0,0,0,350.4421639
36,10/23/2014,448.0847239,-960.4237379,1657.542509,448.0847239,448.0847239,-83.61844014,-83.61844014,-83.61844014,-14.4545004,-14.4545004,-14.4545004,-69.16393974,-69.16393974,-69.16393974,0,0,0,364.4662837
37,10/24/2014,447.5275603,-882.2069234,1797.441353,447.5275603,447.5275603,-40.43340495,-40.43340495,-40.43340495,-2.583910391,-2.583910391,-2.583910391,-37.84949455,-37.84949455,-37.84949455,0,0,0,407.0941554
38,10/25/2014,446.9703967,-914.5711569,1728.203061,446.9703967,446.9703967,0.875354031,0.875354031,0.875354031,9.118442295,9.118442295,9.118442295,-8.243088265,-8.243088265,-8.243088265,0,0,0,447.8457508
39,10/26/2014,446.4132332,-848.5431904,1818.005651,446.4132332,446.4132332,10.744043,10.744043,10.744043,-8.156843272,-8.156843272,-8.156843272,18.90088627,18.90088627,18.90088627,0,0,0,457.1572762
40,10/27/2014,445.8560696,-785.020401,1851.259737,445.8560696,445.8560696,55.91144474,55.91144474,55.91144474,13.04104266,13.04104266,13.04104266,42.87040209,42.87040209,42.87040209,0,0,0,501.7675144
41,10/28/2014,445.298906,-707.609598,1866.072773,445.298906,445.298906,62.84108261,62.84108261,62.84108261,-0.172608715,-0.172608715,-0.172608715,63.01369132,63.01369132,63.01369132,0,0,0,508.1399887
42,10/29/2014,444.7417425,-850.3070047,1947.297095,444.7417425,444.7417425,81.96450824,81.96450824,81.96450824,3.208377826,3.208377826,3.208377826,78.75613041,78.75613041,78.75613041,0,0,0,526.7062507
43,10/30/2014,444.1845789,-929.807137,1727.835704,444.1845789,444.1845789,75.16116784,75.16116784,75.16116784,-14.4545004,-14.4545004,-14.4545004,89.61566824,89.61566824,89.61566824,0,0,0,519.3457468
44,10/31/2014,443.6274154,-704.3506645,1904.243533,443.6274154,443.6274154,92.63246622,92.63246622,92.63246622,-2.583910391,-2.583910391,-2.583910391,95.21637661,95.21637661,95.21637661,0,0,0,536.2598816
45,11/1/2014,443.0702518,-876.3215166,1881.926476,443.0702518,443.0702518,104.4181845,104.4181845,104.4181845,9.118442295,9.118442295,9.118442295,95.29974216,95.29974216,95.29974216,0,0,0,547.4884363
46,11/2/2014,442.5130882,-784.2252155,1832.696411,442.5130882,442.5130882,81.5765261,81.5765261,81.5765261,-8.156843272,-8.156843272,-8.156843272,89.73336938,89.73336938,89.73336938,0,0,0,524.0896143
47,11/3/2014,441.9559247,-750.510955,1839.615361,441.9559247,441.9559247,91.55786738,91.55786738,91.55786738,13.04104266,13.04104266,13.04104266,78.51682472,78.51682472,78.51682472,0,0,0,533.513792
48,11/4/2014,441.3987611,-922.7462959,1809.301802,441.3987611,441.3987611,61.61181137,61.61181137,61.61181137,-0.172608715,-0.172608715,-0.172608715,61.78442008,61.78442008,61.78442008,0,0,0,503.0105725
49,11/5/2014,440.8415975,-906.8975556,1832.612419,440.8415975,440.8415975,43.01318628,43.01318628,43.01318628,3.208377826,3.208377826,3.208377826,39.80480845,39.80480845,39.80480845,0,0,0,483.8547838
50,11/6/2014,440.284434,-1000.384228,1824.538115,440.284434,440.284434,-1.477156265,-1.477156265,-1.477156265,-14.4545004,-14.4545004,-14.4545004,12.97734413,12.97734413,12.97734413,0,0,0,438.8072777
51,11/7/2014,439.7272704,-869.8695628,1749.474469,439.7272704,439.7272704,-20.75866896,-20.75866896,-20.75866896,-2.583910391,-2.583910391,-2.583910391,-18.17475857,-18.17475857,-18.17475857,0,0,0,418.9686015
52,11/8/2014,439.1701069,-940.5007512,1695.401565,439.1701069,439.1701069,-43.89590977,-43.89590977,-43.89590977,9.118442295,9.118442295,9.118442295,-53.01435206,-53.01435206,-53.01435206,0,0,0,395.2741971
53,11/9/2014,438.6129433,-1078.03925,1570.243817,438.6129433,438.6129433,-98.9600145,-98.9600145,-98.9600145,-8.156843272,-8.156843272,-8.156843272,-90.80317122,-90.80317122,-90.80317122,0,0,0,339.6529288
54,11/10/2014,438.0557797,-984.6624806,1578.474328,438.0557797,438.0557797,-117.6762229,-117.6762229,-117.6762229,13.04104266,13.04104266,13.04104266,-130.7172655,-130.7172655,-130.7172655,0,0,0,320.3795568
55,11/11/2014,437.4986162,-1082.189152,1526.420237,437.4986162,437.4986162,-172.0373135,-172.0373135,-172.0373135,-0.172608715,-0.172608715,-0.172608715,-171.8647048,-171.8647048,-171.8647048,0,0,0,265.4613026
56,11/12/2014,436.9414526,-1107.596139,1573.35771,436.9414526,436.9414526,-210.0967755,-210.0967755,-210.0967755,3.208377826,3.208377826,3.208377826,-213.3051534,-213.3051534,-213.3051534,0,0,0,226.8446771
57,11/13/2014,436.384289,-1180.518095,1473.354352,436.384289,436.384289,-268.5253554,-268.5253554,-268.5253554,-14.4545004,-14.4545004,-14.4545004,-254.070855,-254.070855,-254.070855,0,0,0,167.8589336
58,11/14/2014,435.8271255,-1231.331396,1487.215679,435.8271255,435.8271255,-295.772441,-295.772441,-295.772441,-2.583910391,-2.583910391,-2.583910391,-293.1885306,-293.1885306,-293.1885306,0,0,0,140.0546844
59,11/15/2014,435.2699619,-1257.029227,1344.2055,435.2699619,435.2699619,-320.5832181,-320.5832181,-320.5832181,9.118442295,9.118442295,9.118442295,-329.7016604,-329.7016604,-329.7016604,0,0,0,114.6867438
60,11/16/2014,434.7127984,-1286.645877,1395.995709,434.7127984,434.7127984,-370.8494514,-370.8494514,-370.8494514,-8.156843272,-8.156843272,-8.156843272,-362.6926081,-362.6926081,-362.6926081,0,0,0,63.86334697
61,11/17/2014,434.1556348,-1295.059711,1396.17098,434.1556348,434.1556348,-378.2630006,-378.2630006,-378.2630006,13.04104266,13.04104266,13.04104266,-391.3040433,-391.3040433,-391.3040433,0,0,0,55.89263416
62,11/18/2014,433.5984712,-1350.314894,1287.044125,433.5984712,433.5984712,-414.9317389,-414.9317389,-414.9317389,-0.172608715,-0.172608715,-0.172608715,-414.7591302,-414.7591302,-414.7591302,0,0,0,18.66673232
63,11/19/2014,433.0413077,-1309.50139,1363.401133,433.0413077,433.0413077,-429.1716,-429.1716,-429.1716,3.208377826,3.208377826,3.208377826,-432.3799778,-432.3799778,-432.3799778,0,0,0,3.869707672
64,11/20/2014,432.4841441,-1272.209202,1294.480983,432.4841441,432.4841441,-458.0583869,-458.0583869,-458.0583869,-14.4545004,-14.4545004,-14.4545004,-443.6038865,-443.6038865,-443.6038865,0,0,0,-25.57424281
65,11/21/2014,431.9269805,-1277.613485,1301.539983,431.9269805,431.9269805,-450.5808886,-450.5808886,-450.5808886,-2.583910391,-2.583910391,-2.583910391,-447.9969782,-447.9969782,-447.9969782,0,0,0,-18.65390805
66,11/22/2014,431.369817,-1291.516083,1295.237825,431.369817,431.369817,-436.1464184,-436.1464184,-436.1464184,9.118442295,9.118442295,9.118442295,-445.2648607,-445.2648607,-445.2648607,0,0,0,-4.776601451
67,11/23/2014,430.8126534,-1415.180259,1407.545966,430.8126534,430.8126534,-443.4168931,-443.4168931,-443.4168931,-8.156843272,-8.156843272,-8.156843272,-435.2600498,-435.2600498,-435.2600498,0,0,0,-12.60423964
68,11/24/2014,430.2554899,-1331.464786,1483.506131,430.2554899,430.2554899,-404.9449097,-404.9449097,-404.9449097,13.04104266,13.04104266,13.04104266,-417.9859524,-417.9859524,-417.9859524,0,0,0,25.31058013
69,11/25/2014,429.6983263,-1164.881389,1444.458552,429.6983263,429.6983263,-393.7699104,-393.7699104,-393.7699104,-0.172608715,-0.172608715,-0.172608715,-393.5973017,-393.5973017,-393.5973017,0,0,0,35.92841584
70,11/26/2014,429.1411627,-1290.654217,1373.801588,429.1411627,429.1411627,-359.1886455,-359.1886455,-359.1886455,3.208377826,3.208377826,3.208377826,-362.3970233,-362.3970233,-362.3970233,0,0,0,69.9525172
71,11/27/2014,428.5839992,-1295.64476,1411.169266,428.5839992,428.5839992,-339.2841023,-339.2841023,-339.2841023,-14.4545004,-14.4545004,-14.4545004,-324.8296019,-324.8296019,-324.8296019,0,0,0,89.2998969
72,11/28/2014,428.0268364,-1154.088399,1446.75254,428.0268364,428.0268364,-284.0550182,-284.0550182,-284.0550182,-2.583910391,-2.583910391,-2.583910391,-281.4711078,-281.4711078,-281.4711078,0,0,0,143.9718181
73,11/29/2014,427.4696735,-1167.419244,1635.330234,427.4696735,427.4696735,-223.8976864,-223.8976864,-223.8976864,9.118442295,9.118442295,9.118442295,-233.0161287,-233.0161287,-233.0161287,0,0,0,203.5719871
74,11/30/2014,426.9125107,-1039.288352,1526.989418,426.9125107,426.9125107,-188.4187705,-188.4187705,-188.4187705,-8.156843272,-8.156843272,-8.156843272,-180.2619272,-180.2619272,-180.2619272,0,0,0,238.4937402
75,12/1/2014,426.3553479,-1029.084821,1737.412748,426.3553479,426.3553479,-111.0491793,-111.0491793,-111.0491793,13.04104266,13.04104266,13.04104266,-124.090222,-124.090222,-124.090222,0,0,0,315.3061686
76,12/2/2014,425.7981851,-1019.104092,1792.035955,425.7981851,425.7981851,-65.6196546,-65.6196546,-65.6196546,-0.172608715,-0.172608715,-0.172608715,-65.44704588,-65.44704588,-65.44704588,0,0,0,360.1785305
77,12/3/2014,425.2410223,-833.7924402,1826.825507,425.2410223,425.2410223,-2.112809163,-2.112809163,-2.112809163,3.208377826,3.208377826,3.208377826,-5.321186989,-5.321186989,-5.321186989,0,0,0,423.1282131
78,12/4/2014,424.6838595,-814.5383735,1772.907301,424.6838595,424.6838595,40.82374689,40.82374689,40.82374689,-14.4545004,-14.4545004,-14.4545004,55.27824729,55.27824729,55.27824729,0,0,0,465.5076064
79,12/5/2014,424.1266967,-892.8794143,1841.611122,424.1266967,424.1266967,112.7606689,112.7606689,112.7606689,-2.583910391,-2.583910391,-2.583910391,115.3445793,115.3445793,115.3445793,0,0,0,536.8873655
80,12/6/2014,423.5695339,-677.811278,1947.964318,423.5695339,423.5695339,183.0144956,183.0144956,183.0144956,9.118442295,9.118442295,9.118442295,173.8960533,173.8960533,173.8960533,0,0,0,606.5840295
81,12/7/2014,423.0123711,-679.2633904,2034.634503,423.0123711,423.0123711,221.8406653,221.8406653,221.8406653,-8.156843272,-8.156843272,-8.156843272,229.9975086,229.9975086,229.9975086,0,0,0,644.8530364
82,12/8/2014,422.4552082,-582.7318743,2001.194583,422.4552082,422.4552082,295.8217346,295.8217346,295.8217346,13.04104266,13.04104266,13.04104266,282.780692,282.780692,282.780692,0,0,0,718.2769429
83,12/9/2014,421.8980454,-673.3742461,2114.394304,421.8980454,421.8980454,331.2900986,331.2900986,331.2900986,-0.172608715,-0.172608715,-0.172608715,331.4627073,331.4627073,331.4627073,0,0,0,753.1881441
84,12/10/2014,421.3408826,-500.0249604,2195.230124,421.3408826,421.3408826,378.5705255,378.5705255,378.5705255,3.208377826,3.208377826,3.208377826,375.3621477,375.3621477,375.3621477,0,0,0,799.9114082
85,12/11/2014,420.7837198,-525.6020512,2139.324823,420.7837198,420.7837198,399.458018,399.458018,399.458018,-14.4545004,-14.4545004,-14.4545004,413.9125184,413.9125184,413.9125184,0,0,0,820.2417378
86,12/12/2014,420.226557,-472.0866977,2132.039864,420.226557,420.226557,444.088721,444.088721,444.088721,-2.583910391,-2.583910391,-2.583910391,446.6726314,446.6726314,446.6726314,0,0,0,864.315278
87,12/13/2014,419.6693942,-368.3719072,2327.745811,419.6693942,419.6693942,482.4521746,482.4521746,482.4521746,9.118442295,9.118442295,9.118442295,473.3337323,473.3337323,473.3337323,0,0,0,902.1215688
88,12/14/2014,419.1122314,-465.3375189,2374.801056,419.1122314,419.1122314,485.5663638,485.5663638,485.5663638,-8.156843272,-8.156843272,-8.156843272,493.723207,493.723207,493.723207,0,0,0,904.6785952
89,12/15/2014,418.5550686,-454.2219168,2395.890813,418.5550686,418.5550686,520.8458504,520.8458504,520.8458504,13.04104266,13.04104266,13.04104266,507.8048077,507.8048077,507.8048077,0,0,0,939.400919
90,12/16/2014,417.9979058,-466.1455996,2168.594408,417.9979058,417.9979058,515.502819,515.502819,515.502819,-0.172608715,-0.172608715,-0.172608715,515.6754277,515.6754277,515.6754277,0,0,0,933.5007248
91,12/17/2014,417.4407429,-380.2403291,2294.176981,417.4407429,417.4407429,520.7669259,520.7669259,520.7669259,3.208377826,3.208377826,3.208377826,517.558548,517.558548,517.558548,0,0,0,938.2076688
92,12/18/2014,416.8835801,-491.7857106,2191.820571,416.8835801,416.8835801,499.3400647,499.3400647,499.3400647,-14.4545004,-14.4545004,-14.4545004,513.7945651,513.7945651,513.7945651,0,0,0,916.2236448
93,12/19/2014,416.3264173,-399.884875,2288.94723,416.3264173,416.3264173,502.2443805,502.2443805,502.2443805,-2.583910391,-2.583910391,-2.583910391,504.8282908,504.8282908,504.8282908,0,0,0,918.5707978
94,12/20/2014,415.7692545,-422.7391578,2150.841688,415.7692545,415.7692545,500.3124333,500.3124333,500.3124333,9.118442295,9.118442295,9.118442295,491.193991,491.193991,491.193991,0,0,0,916.0816878
95,12/21/2014,415.2120917,-399.3946066,2303.928751,415.2120917,415.2120917,465.3415465,465.3415465,465.3415465,-8.156843272,-8.156843272,-8.156843272,473.4983898,473.4983898,473.4983898,0,0,0,880.5536382
96,12/22/2014,414.6549289,-504.6342955,2321.34607,414.6549289,414.6549289,465.4431662,465.4431662,465.4431662,13.04104266,13.04104266,13.04104266,452.4021235,452.4021235,452.4021235,0,0,0,880.0980951
97,12/23/2014,414.0977661,-408.9935564,2175.481153,414.0977661,414.0977661,428.4275522,428.4275522,428.4275522,-0.172608715,-0.172608715,-0.172608715,428.6001609,428.6001609,428.6001609,0,0,0,842.5253183
98,12/24/2014,413.5406033,-551.1985022,2139.370914,413.5406033,413.5406033,406.0101143,406.0101143,406.0101143,3.208377826,3.208377826,3.208377826,402.8017365,402.8017365,402.8017365,0,0,0,819.5507176
99,12/25/2014,412.9834405,-593.8853975,2063.726785,412.9834405,412.9834405,361.2558492,361.2558492,361.2558492,-14.4545004,-14.4545004,-14.4545004,375.7103496,375.7103496,375.7103496,0,0,0,774.2392897
100,12/26/2014,412.4262777,-602.7961588,2060.294242,412.4262777,412.4262777,345.420468,345.420468,345.420468,-2.583910391,-2.583910391,-2.583910391,348.0043784,348.0043784,348.0043784,0,0,0,757.8467456
101,12/27/2014,411.8691148,-573.6033592,2098.605496,411.8691148,411.8691148,329.4372785,329.4372785,329.4372785,9.118442295,9.118442295,9.118442295,320.3188362,320.3188362,320.3188362,0,0,0,741.3063933
102,12/28/2014,411.311952,-617.6353233,2046.299842,411.311952,411.311952,285.0719216,285.0719216,285.0719216,-8.156843272,-8.156843272,-8.156843272,293.2287649,293.2287649,293.2287649,0,0,0,696.3838736
103,12/29/2014,410.7547892,-729.2014233,2034.807401,410.7547892,410.7547892,280.275751,280.275751,280.275751,13.04104266,13.04104266,13.04104266,267.2347084,267.2347084,267.2347084,0,0,0,691.0305402
104,12/30/2014,410.1976264,-695.9042307,1962.757829,410.1976264,410.1976264,242.5780438,242.5780438,242.5780438,-0.172608715,-0.172608715,-0.172608715,242.7506525,242.7506525,242.7506525,0,0,0,652.7756702
105,12/31/2014,409.6404636,-661.1959407,1977.279094,409.6404636,409.6404636,223.3031219,223.3031219,223.3031219,3.208377826,3.208377826,3.208377826,220.0947441,220.0947441,220.0947441,0,0,0,632.9435855
106,1/1/2015,409.0833008,-672.0503457,1897.166823,409.0833008,409.0833008,185.0285243,185.0285243,185.0285243,-14.4545004,-14.4545004,-14.4545004,199.4830247,199.4830247,199.4830247,0,0,0,594.1118251
107,1/2/2015,408.526138,-834.0764058,1932.679712,408.526138,408.526138,178.4424172,178.4424172,178.4424172,-2.583910391,-2.583910391,-2.583910391,181.0263275,181.0263275,181.0263275,0,0,0,586.9685551
108,1/3/2015,407.9689752,-720.1419045,2008.213289,407.9689752,407.9689752,173.8488398,173.8488398,173.8488398,9.118442295,9.118442295,9.118442295,164.7303975,164.7303975,164.7303975,0,0,0,581.817815
109,1/4/2015,407.4118124,-648.7369675,1920.436516,407.4118124,407.4118124,142.3423598,142.3423598,142.3423598,-8.156843272,-8.156843272,-8.156843272,150.499203,150.499203,150.499203,0,0,0,549.7541721
110,1/5/2015,406.8546495,-839.651155,1880.569653,406.8546495,406.8546495,151.1823619,151.1823619,151.1823619,13.04104266,13.04104266,13.04104266,138.1413193,138.1413193,138.1413193,0,0,0,558.0370115
111,1/6/2015,406.2974867,-803.9429409,1894.141473,406.2974867,406.2974867,127.2065659,127.2065659,127.2065659,-0.172608715,-0.172608715,-0.172608715,127.3791746,127.3791746,127.3791746,0,0,0,533.5040527
112,1/7/2015,405.7403239,-824.7258218,1849.457057,405.7403239,405.7403239,121.0692515,121.0692515,121.0692515,3.208377826,3.208377826,3.208377826,117.8608737,117.8608737,117.8608737,0,0,0,526.8095754
113,1/8/2015,405.1831611,-783.6099242,1809.007989,405.1831611,405.1831611,94.71973605,94.71973605,94.71973605,-14.4545004,-14.4545004,-14.4545004,109.1742365,109.1742365,109.1742365,0,0,0,499.9028972
114,1/9/2015,404.6259983,-878.5764807,1871.603182,404.6259983,404.6259983,98.27872226,98.27872226,98.27872226,-2.583910391,-2.583910391,-2.583910391,100.8626327,100.8626327,100.8626327,0,0,0,502.9047206
115,1/10/2015,404.0688355,-889.2402642,1713.514368,404.0688355,404.0688355,101.5605805,101.5605805,101.5605805,9.118442295,9.118442295,9.118442295,92.44213823,92.44213823,92.44213823,0,0,0,505.629416
116,1/11/2015,403.5116727,-836.9012774,1796.163172,403.5116727,403.5116727,75.26266276,75.26266276,75.26266276,-8.156843272,-8.156843272,-8.156843272,83.41950603,83.41950603,83.41950603,0,0,0,478.7743354
117,1/12/2015,402.9545099,-854.4620803,1880.88488,402.9545099,402.9545099,86.35146116,86.35146116,86.35146116,13.04104266,13.04104266,13.04104266,73.3104185,73.3104185,73.3104185,0,0,0,489.305971
118,1/13/2015,402.3973471,-875.22971,1746.342545,402.3973471,402.3973471,61.48487453,61.48487453,61.48487453,-0.172608715,-0.172608715,-0.172608715,61.65748324,61.65748324,61.65748324,0,0,0,463.8822216
119,1/14/2015,401.8401842,-920.6756527,1764.788682,401.8401842,401.8401842,51.25581691,51.25581691,51.25581691,3.208377826,3.208377826,3.208377826,48.04743908,48.04743908,48.04743908,0,0,0,453.0960012
120,1/15/2015,401.2830214,-959.9239227,1709.533631,401.2830214,401.2830214,17.67256248,17.67256248,17.67256248,-14.4545004,-14.4545004,-14.4545004,32.12706288,32.12706288,32.12706288,0,0,0,418.9555839
121,1/16/2015,400.7258586,-1039.907916,1737.114354,400.7258586,400.7258586,11.03339303,11.03339303,11.03339303,-2.583910391,-2.583910391,-2.583910391,13.61730342,13.61730342,13.61730342,0,0,0,411.7592517
122,1/17/2015,400.1686958,-924.0431399,1669.808889,400.1686958,400.1686958,1.443661053,1.443661053,1.443661053,9.118442295,9.118442295,9.118442295,-7.674781242,-7.674781242,-7.674781242,0,0,0,401.6123569
123,1/18/2015,399.611533,-925.0432579,1700.458925,399.611533,399.611533,-40.00348854,-40.00348854,-40.00348854,-8.156843272,-8.156843272,-8.156843272,-31.84664527,-31.84664527,-31.84664527,0,0,0,359.6080445
124,1/19/2015,399.0543702,-1013.09149,1744.037893,399.0543702,399.0543702,-45.8526829,-45.8526829,-45.8526829,13.04104266,13.04104266,13.04104266,-58.89372555,-58.89372555,-58.89372555,0,0,0,353.2016873
125,1/20/2015,398.4972074,-1034.640373,1663.219201,398.4972074,398.4972074,-88.87858034,-88.87858034,-88.87858034,-0.172608715,-0.172608715,-0.172608715,-88.70597162,-88.70597162,-88.70597162,0,0,0,309.618627
